# stamp_est0 stamp_est1 stamp_gt0 stamp_gt1 trans_error rot_error trans_relative_pose_gt rot_relative_pose_gt
7142.440286 7142.477149 7142.440000 7142.480000 0.004437 0.003422 0.021564 0.020103
7142.477149 7142.514013 7142.480000 7142.510000 0.002492 0.000813 0.015750 0.010975
7142.514013 7142.550876 7142.510000 7142.550000 0.002838 0.001730 0.020386 0.009432
7142.550876 7142.587740 7142.550000 7142.590000 0.002988 0.001423 0.019940 0.007410
7142.587740 7142.624603 7142.590000 7142.620000 0.003568 0.001148 0.014693 0.006384
7142.624603 7142.661466 7142.620000 7142.660000 0.002203 0.001428 0.019111 0.011972
7142.661466 7142.698330 7142.660000 7142.700000 0.004699 0.003547 0.019123 0.010161
7142.698330 7142.735193 7142.700000 7142.740000 0.005312 0.003583 0.019771 0.008224
7142.735193 7142.772057 7142.740000 7142.770000 0.005228 0.002446 0.015363 0.006575
7142.772057 7142.808920 7142.770000 7142.810000 0.002897 0.002054 0.020577 0.010905
7142.808920 7142.845783 7142.810000 7142.850000 0.002064 0.000547 0.020701 0.010018
7142.845783 7142.882647 7142.850000 7142.880000 0.004271 0.002363 0.015617 0.007716
7142.882647 7142.919510 7142.880000 7142.920000 0.003065 0.002484 0.020773 0.009361
7142.919510 7142.956374 7142.920000 7142.960000 0.005518 0.002568 0.020923 0.006366
7142.956374 7142.993237 7142.960000 7142.990000 0.003367 0.002376 0.015586 0.009003
7142.993237 7143.030101 7142.990000 7143.030000 0.004017 0.004216 0.020506 0.017311
7143.030101 7143.066964 7143.030000 7143.070000 0.004348 0.003298 0.020343 0.017420
7143.066964 7143.103827 7143.070000 7143.100000 0.002816 0.002372 0.015355 0.012299
7143.103827 7143.140691 7143.100000 7143.140000 0.007056 0.006179 0.019813 0.015107
7143.140691 7143.177554 7143.140000 7143.180000 0.002001 0.002476 0.018438 0.015173
7143.177554 7143.214418 7143.180000 7143.210000 0.002795 0.001473 0.013582 0.009892
7143.214418 7143.251281 7143.210000 7143.250000 0.002615 0.002282 0.018731 0.008273
7143.251281 7143.288145 7143.250000 7143.290000 0.004420 0.003316 0.019318 0.008505
7143.288145 7143.325008 7143.290000 7143.330000 0.002103 0.002192 0.019194 0.011904
7143.325008 7143.361871 7143.330000 7143.360000 0.002420 0.002753 0.014115 0.010786
7143.361871 7143.398735 7143.360000 7143.400000 0.002872 0.003039 0.018470 0.016448
7143.398735 7143.435598 7143.400000 7143.440000 0.007474 0.007229 0.017823 0.018355
7143.435598 7143.472462 7143.440000 7143.470000 0.003855 0.002393 0.013054 0.014071
7143.472462 7143.509325 7143.470000 7143.510000 0.003976 0.003223 0.017479 0.015801
7143.509325 7143.546189 7143.510000 7143.550000 0.001953 0.001737 0.017489 0.014524
7143.546189 7143.583052 7143.550000 7143.580000 0.002088 0.002138 0.013032 0.009653
7143.583052 7143.619915 7143.580000 7143.620000 0.002990 0.002218 0.017254 0.011150
7143.619915 7143.656779 7143.620000 7143.660000 0.000923 0.001567 0.018017 0.014663
7143.656779 7143.693642 7143.660000 7143.690000 0.006856 0.007516 0.013946 0.012143
7143.693642 7143.730506 7143.690000 7143.730000 0.003842 0.002936 0.019167 0.017189
7143.730506 7143.767369 7143.730000 7143.770000 0.002149 0.002148 0.020237 0.019718
7143.767369 7143.804233 7143.770000 7143.800000 0.002837 0.003347 0.015807 0.014537
7143.804233 7143.841096 7143.800000 7143.840000 0.003152 0.003843 0.021759 0.020503
7143.841096 7143.877959 7143.840000 7143.880000 0.004615 0.003896 0.022290 0.021914
7143.877959 7143.914823 7143.880000 7143.910000 0.004711 0.004472 0.016800 0.015153
7143.914823 7143.951686 7143.910000 7143.950000 0.001673 0.002088 0.022081 0.022840
7143.951686 7143.988550 7143.950000 7143.990000 0.002015 0.001750 0.021480 0.024482
7143.988550 7144.025413 7143.990000 7144.030000 0.001834 0.001737 0.020603 0.023294
7144.025413 7144.062277 7144.030000 7144.060000 0.003672 0.003617 0.014668 0.018463
7144.062277 7144.099140 7144.060000 7144.100000 0.002032 0.001213 0.019055 0.025356
7144.099140 7144.136003 7144.100000 7144.140000 0.001187 0.002685 0.017706 0.024626
7144.136003 7144.172867 7144.140000 7144.170000 0.003724 0.003587 0.012384 0.016207
7144.172867 7144.209730 7144.170000 7144.210000 0.001226 0.001852 0.017517 0.018417
7144.209730 7144.246594 7144.210000 7144.250000 0.001692 0.001849 0.017643 0.016850
7144.246594 7144.283457 7144.250000 7144.280000 0.003262 0.003460 0.012842 0.013274
7144.283457 7144.320320 7144.280000 7144.320000 0.001889 0.002844 0.017303 0.019734
7144.320320 7144.357184 7144.320000 7144.360000 0.002553 0.004568 0.018308 0.020157
7144.357184 7144.394047 7144.360000 7144.390000 0.003437 0.003924 0.013788 0.011890
7144.394047 7144.430911 7144.390000 7144.430000 0.001408 0.000635 0.018026 0.009848
7144.430911 7144.467774 7144.430000 7144.470000 0.002138 0.001896 0.018211 0.006728
7144.467774 7144.504637 7144.470000 7144.500000 0.002941 0.004427 0.014158 0.005580
7144.504637 7144.541501 7144.500000 7144.540000 0.002041 0.003850 0.019004 0.005514
7144.541501 7144.578364 7144.540000 7144.580000 0.002782 0.002333 0.019019 0.007785
7144.578364 7144.615228 7144.580000 7144.620000 0.002349 0.001918 0.019874 0.009388
7144.615228 7144.652091 7144.620000 7144.650000 0.026532 0.013703 0.015326 0.010809
7144.652091 7144.688955 7144.650000 7144.690000 0.002726 0.002215 0.021487 0.017881
7144.688955 7144.725818 7144.690000 7144.730000 0.003747 0.002204 0.022683 0.016783
7144.725818 7144.762681 7144.730000 7144.760000 0.004705 0.002598 0.016986 0.009073
7144.762681 7144.799545 7144.760000 7144.800000 0.002055 0.001174 0.021908 0.006472
7144.799545 7144.836408 7144.800000 7144.840000 0.001946 0.001230 0.020823 0.002912
7144.836408 7144.873272 7144.840000 7144.870000 0.003136 0.001550 0.014660 0.000628
7144.873272 7144.910135 7144.870000 7144.910000 0.000902 0.001804 0.017616 0.004701
7144.910135 7144.946999 7144.910000 7144.950000 0.001688 0.002007 0.016151 0.009802
7144.946999 7144.983862 7144.950000 7144.980000 0.002507 0.002464 0.011351 0.008657
7144.983862 7145.020725 7144.980000 7145.020000 0.002460 0.002280 0.013889 0.011130
7145.020725 7145.057589 7145.020000 7145.060000 0.001942 0.000767 0.012983 0.012253
